City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
0,Rikitea,PF,2022-07-22 00:10:10,-23.1203,-134.9692,74.08,82,89,24.61
1,Mataura,NZ,2022-07-22 00:10:11,-46.1927,168.8643,43.48,91,100,1.1
2,Kapaa,US,2022-07-22 00:06:01,22.0752,-159.319,84.52,69,75,14.97
3,Bluff,NZ,2022-07-22 00:10:11,-46.6,168.3333,43.81,81,92,8.25
4,Kloulklubed,PW,2022-07-22 00:06:43,7.0419,134.2556,82.9,74,97,1.86
5,East Wenatchee Bench,US,2022-07-22 00:10:12,47.4257,-120.2812,97.97,18,0,8.05
6,Busselton,AU,2022-07-22 00:10:12,-33.65,115.3333,58.77,80,76,8.72
7,Acarau,BR,2022-07-22 00:10:12,-2.8856,-40.12,78.46,77,45,12.73
8,Victoria,HK,2022-07-22 00:09:05,22.2855,114.1577,89.96,81,0,4.0
9,Severo-Kurilsk,RU,2022-07-22 00:05:33,50.6789,156.125,53.64,96,100,21.81
10,Fortuna,US,2022-07-22 00:10:13,40.5982,-124.1573,70.93,71,42,4.0
11,Flin Flon,CA,2022-07-22 00:10:13,54.7682,-101.865,60.44,71,99,11.41
12,Atuona,PF,2022-07-22 00:10:13,-9.8,-139.0333,77.11,71,16,14.7
13,Okhotsk,RU,2022-07-22 00:10:14,59.3833,143.3,62.46,81,100,5.23
14,Caravelas,BR,2022-07-22 00:10:14,-17.7125,-39.2481,70.79,84,5,5.91
15,Tecpan,GT,2022-07-22 00:10:14,14.7623,-90.9947,59.88,91,88,3.09
16,Portland,US,2022-07-22 00:06:06,45.5234,-122.6762,89.56,48,75,10.36
17,Hobart,AU,2022-07-22 00:10:15,-42.8794,147.3294,49.26,79,20,9.22
18,San Rafael,AR,2022-07-22 00:06:09,-34.6177,-68.3301,50.9,53,0,5.23
19,Praya,CV,2022-07-22 00:10:15,14.9215,-23.5087,76.42,83,84,5.82
20,Upernavik,GL,2022-07-22 00:05:23,72.7868,-56.1549,45.37,96,100,15.08
21,Langenhagen,DE,2022-07-22 00:10:16,52.45,9.75,67.28,89,75,10.36
22,Inhambane,MZ,2022-07-22 00:10:16,-23.865,35.3833,66.81,84,0,3.24
23,Bredasdorp,ZA,2022-07-22 00:10:16,-34.5322,20.0403,46.96,87,100,4.38
24,Cabo San Lucas,MX,2022-07-22 00:08:15,22.8909,-109.9124,97.9,48,0,11.5
25,Sokoto,NG,2022-07-22 00:10:17,13.0609,5.239,79.45,68,38,6.15
26,Hermanus,ZA,2022-07-22 00:10:17,-34.4187,19.2345,45.81,74,100,5.12
27,Sobolevo,RU,2022-07-22 00:10:17,54.4299,31.8996,53.49,95,0,7.83
28,Bafq,IR,2022-07-22 00:10:18,31.6128,55.4107,85.89,15,0,1.9
29,Iqaluit,CA,2022-07-22 00:10:18,63.7506,-68.5145,43.7,87,76,4.0
30,Punta Arenas,CL,2022-07-22 00:10:18,-53.15,-70.9167,32.11,86,20,19.57
31,Jamestown,US,2022-07-22 00:06:55,42.097,-79.2353,78.94,65,0,13.8
32,Plettenberg Bay,ZA,2022-07-22 00:10:19,-34.0527,23.3716,55.13,63,74,4.88
33,Kutum,SD,2022-07-22 00:10:19,14.2,24.6667,75.97,54,98,5.95
34,Norman Wells,CA,2022-07-22 00:10:20,65.282,-126.8329,74.73,48,67,4.43
35,Ostrovnoy,RU,2022-07-22 00:06:38,68.0531,39.5131,56.14,84,96,5.53
36,Cururupu,BR,2022-07-22 00:10:20,-1.8283,-44.8683,73.38,90,44,2.8
37,Khani,GE,2022-07-22 00:10:20,41.9563,42.9566,58.57,99,99,1.41
38,Chokurdakh,RU,2022-07-22 00:10:21,70.6333,147.9167,56.21,31,2,6.73
39,Castro,BR,2022-07-22 00:10:21,-24.7911,-50.0119,60.19,85,58,2.24
40,Lorengau,PG,2022-07-22 00:08:00,-2.0226,147.2712,84.38,72,72,10.02
41,Fukue,JP,2022-07-22 00:05:21,32.6881,128.8419,78.21,72,33,12.01
42,Puerto Ayora,EC,2022-07-22 00:10:21,-0.7393,-90.3518,73.36,93,50,3.0
43,Yablonovo,RU,2022-07-22 00:10:22,50.8523,37.3574,52.77,97,83,7.96
44,Zhigansk,RU,2022-07-22 00:10:22,66.7697,123.3711,58.59,97,81,15.43
45,Christchurch,NZ,2022-07-22 00:06:22,-43.5333,172.6333,48.42,66,100,8.05
46,Rio Gallegos,AR,2022-07-22 00:06:47,-51.6226,-69.2181,28.45,86,0,18.41
47,Bani,DO,2022-07-22 00:11:23,18.2833,-70.3333,78.85,77,9,10.13
48,Bimbo,CF,2022-07-22 00:11:23,4.2567,18.4158,69.85,97,100,2.04
49,Chuguyevka,RU,2022-07-22 00:11:23,44.1653,133.8633,67.96,96,85,2.01
50,Albany,US,2022-07-22 00:10:56,42.6001,-73.9662,86.05,62,13,9.6
51,Butaritari,KI,2022-07-22 00:11:24,3.0707,172.7902,81.57,73,48,5.48
52,Aklavik,CA,2022-07-22 00:11:24,68.2191,-135.0107,72.01,43,31,10.65
53,Katsuura,JP,2022-07-22 00:11:24,35.1333,140.3,84.22,84,39,17.16
54,Tiksi,RU,2022-07-22 00:11:25,71.6872,128.8694,43.03,80,94,8.95
55,Luwuk,ID,2022-07-22 00:11:25,-0.9516,122.7875,80.33,81,51,6.24
56,Mahebourg,MU,2022-07-22 00:11:25,-20.4081,57.7,70.25,68,72,15.73
57,Mar Del Plata,AR,2022-07-22 00:07:43,-38.0023,-57.5575,51.1,68,0,1.01
58,Boissevain,CA,2022-07-22 00:11:26,49.2306,-100.0559,74.64,62,5,9.78
59,Kodiak,US,2022-07-22 00:11:26,57.79,-152.4072,54.91,88,100,3.44
60,Faanui,PF,2022-07-22 00:11:26,-16.4833,-151.75,77.02,74,15,10.2
61,Nanortalik,GL,2022-07-22 00:11:27,60.1432,-45.2371,49.39,77,4,6.24
62,Mendi,PG,2022-07-22 00:10:09,-6.1761,143.6513,64.8,75,60,1.63
63,Lebu,CL,2022-07-22 00:11:27,-37.6167,-73.65,51.55,90,96,13.06
64,Bourail,NC,2022-07-22 00:11:28,-21.5667,165.4833,78.19,72,88,13.11
65,Doctor Juan Manuel Frutos,PY,2022-07-22 00:11:28,-25.3667,-55.8,66.42,64,57,5.82
66,Codrington,AU,2022-07-22 00:11:28,-38.2667,141.9667,52.48,77,92,13.51
67,Bethel,US,2022-07-22 00:10:08,41.3712,-73.414,84.85,78,0,5.75
68,Lubango,AO,2022-07-22 00:11:29,-14.9172,13.4925,55.74,41,1,4.16
69,Port Hawkesbury,CA,2022-07-22 00:10:20,45.6169,-61.3485,75.9,88,73,5.99
70,New Norfolk,AU,2022-07-22 00:11:29,-42.7826,147.0587,48.92,80,2,3.24
71,Laguna,US,2022-07-22 00:11:29,38.421,-121.4238,104.45,24,0,10.36
72,Nianzishan,CN,2022-07-22 00:11:30,47.5167,122.8833,78.31,53,3,3.53
73,Cockburn Town,TC,2022-07-22 00:11:30,21.4612,-71.1419,82.44,83,6,20.0
74,Touros,BR,2022-07-22 00:11:30,-5.1989,-35.4608,75.02,86,100,8.55
75,Kungurtug,RU,2022-07-22 00:11:31,50.5994,97.5228,57.85,60,88,1.39
76,Avarua,CK,2022-07-22 00:11:31,-21.2078,-159.775,75.25,73,100,17.27
77,Lazo,RU,2022-07-22 00:11:31,43.3817,133.9014,64.53,100,100,2.06
78,Warri,NG,2022-07-22 00:11:32,5.5167,5.75,73.74,89,75,3.47
79,Thompson,CA,2022-07-22 00:11:32,55.7435,-97.8558,55.99,90,100,5.46
80,Pisco,PE,2022-07-22 00:11:32,-13.7,-76.2167,60.85,82,100,12.66
81,Evensk,RU,2022-07-22 00:09:19,61.95,159.2333,65.17,43,13,3.91
82,Niono,ML,2022-07-22 00:11:33,14.2526,-5.993,82.71,63,85,9.4
83,Ipaussu,BR,2022-07-22 00:11:33,-23.0553,-49.6284,67.42,54,50,4.99
84,Hilo,US,2022-07-22 00:11:34,19.7297,-155.09,85.28,87,100,5.75
85,Prince Rupert,CA,2022-07-22 00:11:34,54.3161,-130.3201,61.12,75,73,4.45
86,Baihar,IN,2022-07-22 00:11:34,22.1,80.55,73.02,98,100,3.4
87,Lagoa,PT,2022-07-22 00:11:34,39.05,-27.9833,71.53,89,87,5.3
88,Moore,US,2022-07-22 00:06:50,35.3395,-97.4867,93.34,41,0,6.91
89,Chuy,UY,2022-07-22 00:10:34,-33.6971,-53.4616,51.24,89,100,5.19
90,Barrow,US,2022-07-22 00:08:01,71.2906,-156.7887,44.62,76,0,28.77
91,Hasaki,JP,2022-07-22 00:11:35,35.7333,140.8333,86.29,83,51,18.28
92,Pevek,RU,2022-07-22 00:12:19,69.7008,170.3133,31.8,100,100,12.95
93,Hong Gai,VN,2022-07-22 00:12:36,20.956,107.0946,80.51,87,42,3.0
94,Ushuaia,AR,2022-07-22 00:09:35,-54.8,-68.3,31.66,86,75,28.77
95,Shirokiy,RU,2022-07-22 00:12:36,49.758,129.523,70.47,76,42,4.94
96,Chimbote,PE,2022-07-22 00:12:37,-9.0853,-78.5783,62.46,83,50,11.7
97,Bandarbeyla,SO,2022-07-22 00:09:10,9.4942,50.8122,76.14,78,10,28.79
98,Great Falls,US,2022-07-22 00:10:12,47.5002,-111.3008,93.67,16,0,11.5
99,Arraial Do Cabo,BR,2022-07-22 00:11:39,-22.9661,-42.0278,71.08,82,1,14.2
100,Yaan,NG,2022-07-22 00:12:37,7.3833,8.5667,70.68,97,94,5.01
101,Nome,US,2022-07-22 00:12:38,64.5011,-165.4064,48.27,81,100,13.8
102,Tasiilaq,GL,2022-07-22 00:11:44,65.6145,-37.6368,37.56,80,94,3.22
103,Dzaoudzi,YT,2022-07-22 00:12:38,-12.7887,45.2699,76.89,73,0,17.27
104,Souillac,MU,2022-07-22 00:12:39,-20.5167,57.5167,69.8,69,52,14.65
105,Qaanaaq,GL,2022-07-22 00:11:34,77.484,-69.3632,43.57,91,100,9.66
106,Tautira,PF,2022-07-22 00:11:38,-17.7333,-149.15,74.79,79,18,11.12
107,East London,ZA,2022-07-22 00:12:39,-33.0153,27.9116,57.99,78,2,7.2
108,Henties Bay,NA,2022-07-22 00:12:39,-22.116,14.2845,59.31,68,0,2.53
109,Laramie,US,2022-07-22 00:12:40,41.3114,-105.5911,88.18,11,0,21.85
110,Port-Gentil,GA,2022-07-22 00:12:40,-0.7193,8.7815,74.3,86,94,14.79
111,Mayumba,GA,2022-07-22 00:10:41,-3.432,10.6554,70.27,93,71,7.36
112,La Ronge,CA,2022-07-22 00:12:41,55.1001,-105.2842,62.83,60,92,14.05
113,Lavrentiya,RU,2022-07-22 00:12:41,65.5833,-171.0,39.83,83,100,21.41
114,Beringovskiy,RU,2022-07-22 00:12:19,63.05,179.3167,51.46,60,28,10.89
115,Sao Filipe,CV,2022-07-22 00:09:00,14.8961,-24.4956,74.7,87,69,5.44
116,Fasa,IR,2022-07-22 00:12:41,28.9383,53.6482,81.19,39,2,0.49
117,Thinadhoo,MV,2022-07-22 00:12:42,0.5333,72.9333,81.84,71,99,16.33
118,Rocha,UY,2022-07-22 00:11:26,-34.4833,-54.3333,48.63,94,100,4.85
119,Belaya Gora,RU,2022-07-22 00:12:42,68.5333,146.4167,59.92,40,6,9.78
120,Itoman,JP,2022-07-22 00:12:42,26.1247,127.6694,88.18,84,40,10.36
121,Aswan,EG,2022-07-22 00:12:43,24.0934,32.907,86.2,19,2,11.56
122,Muisne,EC,2022-07-22 00:12:43,0.6,-80.0333,73.17,85,100,8.03
123,Coquimbo,CL,2022-07-22 00:11:37,-29.9533,-71.3436,55.13,82,100,4.61
124,Kaduna,NG,2022-07-22 00:12:44,10.5222,7.4383,70.21,92,79,4.29
125,Elko,US,2022-07-22 00:12:44,41.0002,-115.5012,95.74,8,4,14.0
126,Kahului,US,2022-07-22 00:11:41,20.8947,-156.47,87.82,60,75,17.27
127,Brae,GB,2022-07-22 00:12:44,60.3964,-1.353,49.71,87,51,8.25
128,Botou,CN,2022-07-22 00:12:45,38.0667,116.5667,82.67,58,83,3.24
129,Kifisia,GR,2022-07-22 00:12:45,38.0883,23.8264,80.8,39,0,5.01
130,Tashtyp,RU,2022-07-22 00:12:45,52.7939,89.8983,58.73,91,100,3.31
131,Mitsamiouli,KM,2022-07-22 00:12:46,-11.3847,43.2844,74.68,71,4,5.35
132,Sistranda,NO,2022-07-22 00:12:46,63.7256,8.834,51.76,83,99,22.44
133,Georgetown,MY,2022-07-22 00:12:47,5.4112,100.3354,81.9,87,20,0.0
134,Varhaug,NO,2022-07-22 00:12:47,58.6147,5.6457,55.85,85,94,29.53
135,Bambous Virieux,MU,2022-07-22 00:12:47,-20.3428,57.7575,70.21,69,89,17.6
136,Jijiga,ET,2022-07-22 00:12:47,9.35,42.8,61.36,72,47,15.82
137,Kropotkin,RU,2022-07-22 00:12:48,45.4375,40.5756,58.32,70,5,7.23
138,Esna,EG,2022-07-22 00:12:48,25.2934,32.554,85.53,18,1,11.3
139,Havelock,US,2022-07-22 00:09:47,34.8791,-76.9013,84.18,89,0,17.27
140,Cidreira,BR,2022-07-22 00:12:48,-30.1811,-50.2056,62.82,93,91,3.15
141,Kumbo,CM,2022-07-22 00:13:49,6.2,10.6667,59.63,98,100,2.57
142,Palu,ID,2022-07-22 00:13:49,-0.8917,119.8707,79.03,89,89,2.06
143,Grindavik,IS,2022-07-22 00:13:49,63.8424,-22.4338,50.47,100,100,4.61
144,Wanning,CN,2022-07-22 00:13:50,18.8003,110.3967,80.91,85,17,1.12
145,Carnarvon,AU,2022-07-22 00:13:50,-24.8667,113.6333,60.39,75,26,16.53
146,Charlottetown,CA,2022-07-22 00:12:34,46.2352,-63.1267,74.19,64,75,1.01
147,Provideniya,RU,2022-07-22 00:13:51,64.3833,-173.3,44.37,87,100,26.84
148,Seoul,KR,2022-07-22 00:13:48,37.5683,126.9778,76.6,78,75,3.44
149,Diffa,NE,2022-07-22 00:13:51,13.3154,12.6113,80.6,61,81,6.11
150,Vaini,TO,2022-07-22 00:11:45,-21.2,-175.2,74.12,76,31,10.71
151,Ribeira Grande,PT,2022-07-22 00:13:51,38.5167,-28.7,73.26,87,17,2.42
152,Sakakah,SA,2022-07-22 00:13:52,29.9697,40.2064,88.84,17,0,11.65
153,Sibolga,ID,2022-07-22 00:13:52,1.7427,98.7792,75.9,86,96,3.4
154,Lensk,RU,2022-07-22 00:13:52,60.7253,114.9278,64.74,86,94,1.25
155,Santa Cruz,BO,2022-07-22 00:08:57,-17.8,-63.1667,74.66,69,82,11.5
156,Clyde River,CA,2022-07-22 00:13:53,70.4692,-68.5914,37.63,100,100,8.05
157,Port Macquarie,AU,2022-07-22 00:13:53,-31.4333,152.9167,60.89,88,75,6.91
158,Pilar,BR,2022-07-22 00:13:53,-9.5972,-35.9567,68.27,93,83,2.3
159,Saint-Philippe,RE,2022-07-22 00:13:54,-21.3585,55.7679,65.21,71,44,11.74
160,Vila Franca Do Campo,PT,2022-07-22 00:13:54,37.7167,-25.4333,72.19,82,68,2.55
161,The Valley,AI,2022-07-22 00:09:31,18.217,-63.0578,82.81,76,16,16.35
162,Anadyr,RU,2022-07-22 00:13:23,64.75,177.4833,55.49,54,40,13.42
163,Malpe,IN,2022-07-22 00:13:55,13.35,74.7167,79.9,88,69,5.79
164,Saint-Junien,FR,2022-07-22 00:12:45,45.8833,0.9,72.18,75,0,3.38
165,Ust-Koksa,RU,2022-07-22 00:13:55,50.2696,85.6108,54.03,99,100,3.62
166,Akyab,MM,2022-07-22 00:13:55,20.15,92.9,81.14,85,100,8.75
167,Cape Town,ZA,2022-07-22 00:10:45,-33.9258,18.4232,57.38,81,100,1.01
168,Santarem,BR,2022-07-22 00:13:56,-2.4431,-54.7083,78.93,94,40,3.44
169,Asau,RO,2022-07-22 00:13:56,46.4333,26.4,61.72,50,0,4.76
170,Kalmunai,LK,2022-07-22 00:09:17,7.4167,81.8167,78.73,84,97,3.65
171,Katherine,AU,2022-07-22 00:13:57,-14.4667,132.2667,64.72,48,16,4.61
172,Fomboni,KM,2022-07-22 00:13:57,-12.28,43.7425,75.16,72,14,9.1
173,Keningau,MY,2022-07-22 00:13:57,5.3378,116.1602,74.7,94,100,1.03
174,Nago,JP,2022-07-22 00:13:58,26.5881,127.9761,88.23,80,19,11.92
175,Poso,ID,2022-07-22 00:13:58,-1.3959,120.7524,80.08,80,57,4.09
176,Loandjili,CG,2022-07-22 00:13:59,-4.7561,11.8578,69.24,92,22,5.53
177,Marquette,US,2022-07-22 00:09:43,46.5333,-87.6335,76.44,48,0,8.9
178,Yumen,CN,2022-07-22 00:13:59,40.2833,97.2,69.73,25,0,6.08
179,Krasnoarmeysk,RU,2022-07-22 00:13:59,51.0239,45.6969,56.89,79,9,3.91
180,Zonguldak,TR,2022-07-22 00:14:00,41.25,31.8333,62.06,78,64,2.51
181,Upata,VE,2022-07-22 00:14:00,8.0086,-62.3989,73.18,98,58,3.44
182,Komsomolskiy,UZ,2022-07-22 00:14:01,40.4272,71.7189,80.53,18,0,2.06
183,Necochea,AR,2022-07-22 00:14:01,-38.5473,-58.7368,43.95,48,86,3.29
184,Esmeraldas,BR,2022-07-22 00:15:01,-19.7625,-44.3139,67.06,51,52,4.68
185,Spirovo,RU,2022-07-22 00:15:02,57.419,34.9766,52.83,97,7,4.97
186,Hofn,IS,2022-07-22 00:15:02,64.2539,-15.2082,52.72,82,13,4.43
187,Saint Anthony,US,2022-07-22 00:15:03,45.0205,-93.218,85.17,37,0,11.5
188,Chumikan,RU,2022-07-22 00:15:03,54.7183,135.315,55.02,94,100,3.53
189,Khatanga,RU,2022-07-22 00:15:03,71.9667,102.5,54.39,73,100,13.49
190,San Jose,US,2022-07-22 00:12:49,37.3394,-121.895,93.69,41,20,14.97
191,Port Alfred,ZA,2022-07-22 00:15:04,-33.5906,26.891,57.0,78,0,8.95
192,Vestmannaeyjar,IS,2022-07-22 00:15:04,63.4427,-20.2734,52.16,96,100,5.37
193,Kruisfontein,ZA,2022-07-22 00:15:05,-34.0033,24.7314,49.06,85,49,5.28
194,Tuatapere,NZ,2022-07-22 00:15:05,-46.1333,167.6833,44.24,92,100,3.33
195,Kalabo,ZM,2022-07-22 00:15:05,-14.97,22.6814,63.41,44,86,4.94
196,Kaitangata,NZ,2022-07-22 00:15:06,-46.2817,169.8464,45.03,83,95,1.43
197,Pyshma,RU,2022-07-22 00:15:06,56.9523,63.2513,52.99,97,79,5.7
198,Wajir,KE,2022-07-22 00:15:07,1.7471,40.0573,72.07,71,5,17.18
199,Kharan,PK,2022-07-22 00:15:07,28.5833,65.4167,87.26,56,51,8.05
200,Ballina,AU,2022-07-22 00:15:07,-28.8667,153.5667,60.01,98,100,19.39
201,Bajil,YE,2022-07-22 00:15:08,15.0584,43.2851,86.85,59,26,4.76
202,Tuktoyaktuk,CA,2022-07-22 00:15:08,69.4541,-133.0374,57.2,88,75,4.61
203,Esperance,AU,2022-07-22 00:15:09,-33.8667,121.9,53.17,81,41,17.22
204,Bathsheba,BB,2022-07-22 00:15:09,13.2167,-59.5167,83.01,89,40,19.57
205,Jalingo,NG,2022-07-22 00:15:09,8.8833,11.3667,72.52,96,98,3.29
206,Hithadhoo,MV,2022-07-22 00:14:18,-0.6,73.0833,78.48,84,100,14.99
207,Banyo,CM,2022-07-22 00:15:10,6.75,11.8167,65.43,97,100,1.79
208,Ponta Do Sol,PT,2022-07-22 00:15:10,32.6667,-17.1,70.72,82,2,5.77
209,Avera,US,2022-07-22 00:15:11,33.194,-82.5271,84.54,67,100,6.73
210,Waingapu,ID,2022-07-22 00:15:11,-9.6567,120.2641,78.22,72,97,15.86
211,Inuvik,CA,2022-07-22 00:10:32,68.3499,-133.7218,70.95,45,57,10.2
212,Guerrero Negro,MX,2022-07-22 00:12:36,27.9769,-114.0611,73.81,64,6,22.77
213,Sechura,PE,2022-07-22 00:15:11,-5.5569,-80.8222,68.0,66,46,15.03
214,Quelimane,MZ,2022-07-22 00:15:12,-17.8786,36.8883,69.75,94,0,4.61
215,Manbij,SY,2022-07-22 00:15:12,36.5281,37.9549,75.56,53,0,11.07
216,Gamba,GA,2022-07-22 00:15:13,-2.65,10.0,70.07,95,80,5.46
217,Labuhan,ID,2022-07-22 00:15:13,-6.8844,112.2051,76.82,79,85,11.16
218,Moerai,PF,2022-07-22 00:15:13,-22.4333,-151.3333,72.01,56,8,20.71
219,Namatanai,PG,2022-07-22 00:15:14,-3.6667,152.4333,84.07,69,91,6.08
220,Axim,GH,2022-07-22 00:15:14,4.8699,-2.2405,73.63,76,52,7.16
221,Cabinda,AO,2022-07-22 00:15:14,-5.55,12.2,69.6,92,13,6.98
222,Largo,US,2022-07-22 00:15:15,27.9095,-82.7873,89.02,67,0,5.75
223,Eureka,US,2022-07-22 00:13:06,40.8021,-124.1637,71.2,77,68,7.0
224,Hualmay,PE,2022-07-22 00:15:15,-11.0964,-77.6139,62.31,82,16,11.5
225,Gunnedah,AU,2022-07-22 00:15:16,-30.9833,150.25,57.7,61,73,13.0
226,Marawi,PH,2022-07-22 00:15:17,7.9986,124.2928,74.55,81,95,1.41
227,Irbit,RU,2022-07-22 00:15:17,57.6705,63.071,52.11,96,42,4.94
228,Barra Patuca,HN,2022-07-22 00:15:17,15.8,-84.2833,79.81,85,23,8.46
229,Kaeo,NZ,2022-07-22 00:15:18,-35.1,173.7833,58.59,62,67,7.0
230,Araouane,ML,2022-07-22 00:15:18,18.9048,-3.5265,90.88,41,26,8.86
231,Jega,NG,2022-07-22 00:16:18,12.2175,4.3792,79.7,67,30,2.86
232,Sigli,ID,2022-07-22 00:16:19,5.3848,95.9609,78.71,79,99,4.21
233,Berlevag,NO,2022-07-22 00:16:19,70.8578,29.0864,62.4,94,100,12.66
234,La Asuncion,VE,2022-07-22 00:16:19,11.0333,-63.8628,82.13,78,3,12.66
235,Astoria,US,2022-07-22 00:15:40,46.1879,-123.8313,67.59,78,100,9.22
236,San Vicente,AR,2022-07-22 00:16:20,-26.6167,-54.1333,61.95,88,86,3.13
237,Solnechnyy,RU,2022-07-22 00:16:20,50.7214,136.6319,55.72,94,98,7.29
238,Vila Velha,BR,2022-07-22 00:14:16,-20.3297,-40.2925,71.55,90,75,2.3
239,Irituia,BR,2022-07-22 00:16:21,-1.7711,-47.4381,78.82,71,90,2.98
240,Banda Aceh,ID,2022-07-22 00:16:21,5.5577,95.3222,80.4,76,100,7.81
241,Broken Hill,AU,2022-07-22 00:16:21,-31.95,141.4333,52.97,71,72,15.95
242,Dikson,RU,2022-07-22 00:14:20,73.5069,80.5464,44.02,90,100,15.21
243,Bangor,GB,2022-07-22 00:16:22,54.6534,-5.669,56.71,77,100,2.3
244,Lompoc,US,2022-07-22 00:16:22,34.6391,-120.4579,87.94,77,0,14.0
245,La Orilla,MX,2022-07-22 00:16:22,17.9833,-102.2333,85.8,71,47,5.91
246,Shingu,JP,2022-07-22 00:16:22,33.7333,135.9833,84.97,72,10,3.96
247,Margara,AM,2022-07-22 00:16:23,40.0335,44.1771,74.57,53,0,12.77
248,Progreso,MX,2022-07-22 00:16:23,21.2833,-89.6667,89.71,78,47,16.78
249,Port Elizabeth,ZA,2022-07-22 00:12:22,-33.918,25.5701,54.19,82,23,7.18
250,Coahuayana,MX,2022-07-22 00:15:52,18.7333,-103.6833,86.34,73,85,5.7
251,Longyearbyen,SJ,2022-07-22 00:16:24,78.2186,15.6401,49.84,87,75,3.44
252,Parabel,RU,2022-07-22 00:16:24,58.6978,81.4825,56.79,99,99,4.76
253,Poronaysk,RU,2022-07-22 00:16:24,49.2167,143.1167,56.68,98,100,5.03
254,Urucara,BR,2022-07-22 00:16:24,-2.5364,-57.76,76.06,84,83,1.34
255,Haines Junction,CA,2022-07-22 00:16:25,60.7522,-137.5108,64.35,42,100,10.36
256,Cayenne,GF,2022-07-22 00:16:25,4.9333,-52.3333,80.1,1,75,1.14
257,Karratha,AU,2022-07-22 00:16:25,-20.7377,116.8463,70.18,74,0,7.34
258,Moryakovskiy Zaton,RU,2022-07-22 00:16:26,56.6956,84.6467,61.68,99,98,6.17
259,Kadoma,JP,2022-07-22 00:16:26,34.7333,135.5833,84.6,64,40,13.8
260,Egvekinot,RU,2022-07-22 00:16:26,66.3167,-179.1667,46.54,50,78,9.98
261,Sao Francisco Do Sul,BR,2022-07-22 00:16:27,-26.2433,-48.6381,73.04,100,0,4.61
262,Half Moon Bay,US,2022-07-22 00:15:18,37.4636,-122.4286,86.54,78,100,16.11
263,Bulaevo,KZ,2022-07-22 00:16:27,54.9056,70.4439,56.84,92,73,11.77
264,Oranjemund,NA,2022-07-22 00:16:27,-28.55,16.4333,54.81,80,1,5.84
265,Hargeysa,SO,2022-07-22 00:16:28,9.56,44.065,68.88,51,41,28.45
266,Naze,JP,2022-07-22 00:16:28,28.3667,129.4833,86.92,79,41,13.44
267,Benguela,AO,2022-07-22 00:16:28,-12.5763,13.4055,67.37,85,64,2.98
268,Cherskiy,RU,2022-07-22 00:16:29,68.75,161.3,48.94,39,93,12.33
269,Djambala,CG,2022-07-22 00:16:29,-2.5447,14.7533,73.08,63,91,3.98
270,Santiago,CL,2022-07-22 00:11:57,-33.4569,-70.6483,58.28,57,0,3.44
271,Taltal,CL,2022-07-22 00:16:29,-25.4,-70.4833,58.8,86,10,3.27
272,Pemangkat,ID,2022-07-22 00:16:30,1.1667,108.9667,78.48,87,98,9.6
273,Kavieng,PG,2022-07-22 00:16:30,-2.5744,150.7967,81.93,78,100,12.26
274,Jacmel,HT,2022-07-22 00:16:30,18.2342,-72.5347,87.64,81,57,7.14
275,Havoysund,NO,2022-07-22 00:16:31,70.9963,24.6622,53.83,98,100,15.39
276,Haimen,CN,2022-07-22 00:16:31,23.1935,116.6142,85.89,77,2,4.14
277,Rantoul,US,2022-07-22 00:16:31,40.3084,-88.1559,85.95,61,0,5.75
278,Nikolskoye,RU,2022-07-22 00:11:38,59.7035,30.7861,64.8,94,2,3.78
279,Antofagasta,CL,2022-07-22 00:17:32,-23.65,-70.4,58.28,88,24,6.13
280,Liusha,CN,2022-07-22 00:17:32,27.2098,108.59,73.26,86,47,1.5
